,Construction_Notes,From,District,Permit,Work_Schedule,Contractor,Trench_Length,To,Roadway_Plates_In_Use,Address_1,Address_2,Status,ExpirationDate,Intersection,Permittee,Sidewalk_Plates_In_Use,Project_Category,Estimated_Completion_Date,NumberOfWorkZones,Contact_Number,Neighborhood,Street,_id
673,Grade 1 Gas Leak,,01C,EMER-1365008,Days & Weekends,National Grid,,,,551,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-24 00:00:00,,National Grid,,EMERGENCY,2023-02-24 00:00:00,1,877-304-1203,SOUTH END/BACK BAY,BOYLSTON ST,674
674,Emergency - Manhole Structural Repair,,01C,EMER-1397119,Days & Weekends,P V Barone,,,,157,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-24 00:00:00,,Comcast,,EMERGENCY,2023-02-24 00:00:00,1,857-919 9355,SOUTH END/BACK BAY,WARREN AV,675
675,MANHOLE REPAIR,,01C,EXCA-1440324,Days & Weekends,P V Barone,,,,61,,ONGOING SECTIONS TOPPED TO GRADE,2023-03-16 00:00:00,,Comcast,,MAINTENANCE,2023-03-16 00:00:00,1,,SOUTH END/BACK BAY,WARREN AV,676
676,Grade 1 Gas Leak,,01C,EMER-1364991,Days & Weekends,National Grid,,,,650,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-16 00:00:00,,National Grid,,EMERGENCY,2023-02-16 00:00:00,1,877-304-1203,SOUTH END/BACK BAY,HARRISON AV,677
677,Gas Stoppage,,01C,EMER-1333349,Days & Weekends,National Grid,,,,53,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-09 00:00:00,,National Grid,,EMERGENCY,2023-02-09 00:00:00,1,877-304-1203,SOUTH END/BACK BAY,UNION PARK ST,678
678,Service Repair (Leak on Service),,01C,EMER-E142617,Days & Weekends,Boston Water & Sewer Commi,,,,,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-08 00:00:00,TREMONT ST,Boston Water & Sewer Commission,,EMERGENCY,2023-02-08 00:00:00,1,617-989-7000,SOUTH END/BACK BAY,CLARENDON ST,679
679,Grade 1 Gas Leak,,01C,EMER-1333351,Days & Weekends,National Grid,,,,53,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-10 00:00:00,,National Grid,,EMERGENCY,2023-02-10 00:00:00,1,877-304-1203,SOUTH END/BACK BAY,UNION PK,680
680,INSTALLATION OF LIGHT BASE IN THE REAR,,01C,EXCA-1419526,Days & Weekends,Maverick Construction,,,,384,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-27 00:00:00,REAR,Boston Public Works,,MAINTENANCE,2023-02-27 00:00:00,1,857-472-0105,SOUTH END/BACK BAY,MARLBOROUGH ST,681
681,Grade 1 Gas Leak,,01C,EMER-1333334,Days & Weekends,National Grid,,,,511,,ONGOING SECTIONS TOPPED TO GRADE,,,National Grid,,EMERGENCY,,1,1-877-304 12,SOUTH END/BACK BAY,BOYLSTON ST,682
682,Service Outage,,01C,EMER-0000000,Days & Weekends,Waveguide,,,,1109,,ONGOING SECTIONS TOPPED TO GRADE,2023-01-26 00:00:00,,Extenet Systems,,EMERGENCY,2023-01-26 00:00:00,1,1-978-995 71,SOUTH END/BACK BAY,BOYLSTON ST,683
683,Grade 1 Gas Leak,,01C,EMER-1518633,Days & Weekends,National Grid,,,,59,,ONGOING SECTIONS TOPPED TO GRADE,2023-01-28 00:00:00,,National Grid,,EMERGENCY,2023-01-28 00:00:00,1,1-877-304 12,SOUTH END/BACK BAY,E SPRINGFIELD ST,684
684,Gas Stoppage,,01C,EMER-1323267,Days & Weekends,National Grid,,,,28,,ONGOING SECTIONS TOPPED TO GRADE,2023-01-24 00:00:00,,National Grid,,EMERGENCY,2023-01-24 00:00:00,1,877-304-1203,SOUTH END/BACK BAY,FAYETTE ST,685
685,Grade 1 Gas Leak,,01C,EMER-1333317,Days & Weekends,National Grid,,,,551,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-08 00:00:00,,National Grid,,EMERGENCY,2023-02-08 00:00:00,1,877-304-1203,SOUTH END/BACK BAY,BOYLSTON ST,686
686,Sewer Repair (Broken Sewer),,01C,EMER-1426152,Days & Weekends,C Naughton Corp,,,,150,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-01 00:00:00,,Boston Water & Sewer Commission,,EMERGENCY,2023-02-08 00:00:00,1,617-989-7000,SOUTH END/BACK BAY,CAMDEN ST,687
687,STEAM MANHOLE REPAIR,,01C,EMER-,Days & Weekends,Vicinity,,,,,,ONGOING SECTIONS TOPPED TO GRADE,2023-01-15 00:00:00,NEWBURY ST,Vicinity,,EMERGENCY,2023-01-15 00:00:00,1,,SOUTH END/BACK BAY,MASSACHUSETTS AV,688
688,Service Repair (Leak on Service),,01C,EMER-1424072,Days & Weekends,Metro Equipment Corp,,,,63,,ONGOING SECTIONS TOPPED TO GRADE,2023-01-19 00:00:00,,Boston Water & Sewer Commission,,EMERGENCY,2023-01-19 00:00:00,1,617-989-7000,SOUTH END/BACK BAY,CHESTNUT ST,689
689,Grade 1 Gas Leak,,01C,EMER-1323859,Days & Weekends,National Grid,,,,275,,ONGOING SECTIONS TOPPED TO GRADE,2023-01-21 00:00:00,,National Grid,,EMERGENCY,2023-01-21 00:00:00,1,1-877-304 12,SOUTH END/BACK BAY,MARLBOROUGH ST,690
690,Grade 1 Gas Leak,,01C,EMER-1323861,Days & Weekends,National Grid,,,,885,,ONGOING SECTIONS TOPPED TO GRADE,2023-01-21 00:00:00,,National Grid,,EMERGENCY,2023-01-21 00:00:00,1,1-877-304 12,SOUTH END/BACK BAY,BOYLSTON ST,691
691,INSTALLATION OF WATER SEWER AND FIREPIPE,,01C,EXCA-1346173,Days & Weekends,Keash Excavating Inc,,,,169,,ONGOING SECTIONS TOPPED TO GRADE,2023-01-25 00:00:00,,Keash Excavating Inc,,SERVICE,2023-01-25 00:00:00,1,857-231-1171,SOUTH END/BACK BAY,NEWBURY ST,692
692,Grade 1 Gas Leak,,01C,EMER-1323846,Days & Weekends,National Grid,,,,899,,ONGOING SECTIONS TOPPED TO GRADE,2023-01-13 00:00:00,,National Grid,,EMERGENCY,2023-01-13 00:00:00,1,1-877-304 12,SOUTH END/BACK BAY,BOYLSTON ST,693
693,Grade 1 Gas Leak,,01C,EMER-1323278,Days & Weekends,National Grid,,,,551,,ONGOING SECTIONS TOPPED TO GRADE,2023-01-13 00:00:00,,National Grid,,EMERGENCY,2023-01-13 00:00:00,1,1-877-304 12,SOUTH END/BACK BAY,BOYLSTON ST,694
694,Grade 1 Gas Leak,,01C,EMER-1323831,Days & Weekends,National Grid,,,,97,,ONGOING SECTIONS TOPPED TO GRADE,2023-01-12 00:00:00,,National Grid,,EMERGENCY,2023-02-08 00:00:00,1,877-304-1203,SOUTH END/BACK BAY,WEST SPRINGFIELD ST,695
695,Service Repair (Leak on Service),,01C,EMER-1424054,Days & Weekends,Boston Water & Sewer Commi,,,,162,,ONGOING SECTIONS TOPPED TO GRADE,2023-01-13 00:00:00,,Boston Water & Sewer Commission,,EMERGENCY,2023-01-12 00:00:00,1,1-617-989 70,SOUTH END/BACK BAY,WEST SPRINGFIELD ST,696
696,Emergency - Manhole Structural Repair,,01C,EMER-1164613,Days & Weekends,MJD Excavation,,,,,,ONGOING SECTIONS TOPPED TO GRADE,2023-01-04 00:00:00,BOYLSTON ST,Verizon,,EMERGENCY,2023-01-04 00:00:00,1,1-800-446 89,SOUTH END/BACK BAY,BERKELEY ST,697
697,Grade 1 Gas Leak,,01C,EMER-1323244,Days & Weekends,National Grid,,,,,,ONGOING SECTIONS TOPPED TO GRADE,2022-12-29 00:00:00,FAIRFIELD,National Grid,,EMERGENCY,2023-01-15 00:00:00,1,1-877-304 12,SOUTH END/BACK BAY,BOYLSTON ST,698
698,INSTALLATION OF CONDUIT,,01C,EXCA-1424748,Days & Weekends,Danella Line Co,47,,,789,797,ONGOING SECTIONS TOPPED TO GRADE,2023-02-01 00:00:00,,Verizon,,SERVICE,2023-02-08 00:00:00,1,800-446-8946,SOUTH END/BACK BAY,HARRISON AV,699
699,INSTALLATION OF CONDUIT,,01C,EXCA-1421328,Days & Weekends,Danella Line Co,47,,,900,,ONGOING SECTIONS TOPPED TO GRADE,2023-01-10 00:00:00,,Verizon,,SERVICE,2023-01-10 00:00:00,1,800-446-8946,SOUTH END/BACK BAY,BOYLSTON ST,700
700,INSTALLATION OF CONDUIT`,,01C,EXCA-1419640,Days & Weekends,Danella Line Co,74,,,426,,ONGOING SECTIONS TOPPED TO GRADE,2023-01-03 00:00:00,,Verizon,,NEW CONDUIT AND/OR MAIN,2023-01-15 00:00:00,1,800-446-8946,SOUTH END/BACK BAY,STUART ST,701
701,INSTALLATION OF GAS MAIN,,01B,EXCA-1340769,Days & Weekends,Feeney Brothers Excavation,660,,,7,89,IDLE,2023-03-17 00:00:00,,National Grid,,NEW CONDUIT AND/OR MAIN,2023-03-17 00:00:00,1,877-304-1203,NORTH END/BEACON HILL,ANDERSON ST,702
702,Emergency - Manhole Structural Repair,,01B,EMER-1370348,Days & Weekends,Mirra Company Co.,,,,61,,ONGOING SECTIONS TOPPED TO GRADE,2023-01-06 00:00:00,,Crown Castle,,EMERGENCY,2023-01-06 00:00:00,1,1-888-632 09,NORTH END/BEACON HILL,PRINCE ST,703
703,Casting Repair - Public Safety Concern,,01B,EMER-1424051,Days & Weekends,Metro Equipment,,,,,,ONGOING SECTIONS TOPPED TO GRADE,2023-01-13 00:00:00,COMMERCIAL ST,Boston Water & Sewer Commission,,EMERGENCY,2023-01-12 00:00:00,1,1-617-989 70,NORTH END/BEACON HILL,HULL ST,704
704,Emergency - Service Reroute,,01B,EMER-1160671,Days & Weekends,Riley Brothers,,,,55,,ONGOING SECTIONS TOPPED TO GRADE,2023-01-18 00:00:00,,Eversource Electric,,EMERGENCY,2023-01-19 00:00:00,1,800-592-2000,NORTH END/BEACON HILL,PHILLIPS ST,705
705,Casting Repair - Public Safety Concern,,01B,EMER-0000000,Days & Weekends,Murphy & Fahy Construction,,,,,,ONGOING SECTIONS TOPPED TO GRADE,2023-01-18 00:00:00,,"TC Systems, Inc. ",,EMERGENCY,2023-01-19 00:00:00,1,877-304-1203,NORTH END/BEACON HILL,ENDICOTT ST,706
706,Emergency - Service Outage,,01B,EMER-1160668,Days & Weekends,Riley Brothers,,,,117,,ONGOING SECTIONS TOPPED TO GRADE,2023-01-19 00:00:00,,Eversource Electric,,EMERGENCY,2023-01-19 00:00:00,1,800-592-2000,NORTH END/BEACON HILL,REVERE ST,707
707,CASTING REPAIR,,01B,EXCA-1430697,Days & Weekends,Mirra Company Co.,,,,175,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-02 00:00:00,,Comcast,,MAINTENANCE,2023-02-08 00:00:00,1,857-919-9935,NORTH END/BEACON HILL,BLOSSOM ST,708
708,Water Main Repair (Leak on Main),,01B,EMER-1426149,Days & Weekends,Boston Water & Sewer Commi,,,,59,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-01 00:00:00,,Boston Water & Sewer Commission,,EMERGENCY,2023-02-08 00:00:00,1,617-989-7000,NORTH END/BEACON HILL,ENDICOTT ST,709
709,Service Relay (Leak on Street),,01B,EMER-1426171,Days & Weekends,Metro Equipment Corp,,,,43,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-07 00:00:00,,Boston Water & Sewer Commission,,EMERGENCY,2023-02-08 00:00:00,1,1-617-989 70,NORTH END/BEACON HILL,CHARTER ST,710
710,Sewer Repair (Broken Sewer),,01B,EMER-1436393,Days & Weekends,C Naughton Corp,,,,315,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-15 00:00:00,,Boston Water & Sewer Commission,,EMERGENCY,2023-02-15 00:00:00,1,617-989-7000,NORTH END/BEACON HILL,HANOVER ST,711
711,INSTALLATION OF CONDUIT,,01B,EXCA-1438048,Weekends,Riley Brothers Excavation,457,,,16,18,ONGOING SECTIONS TOPPED TO GRADE,2023-03-09 00:00:00,,Eversource Electric,,NEW CONDUIT AND/OR MAIN,2023-03-09 00:00:00,1,800-592-2000,NORTH END/BEACON HILL,BLOSSOM ST,712
712,INSTALLATION OF FIREPIPIE,,01B,EXCA-1436015,Days & Weekends,Ronan 953 LLC,,,,82,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-16 00:00:00,,Ronan 953 LLC,,SERVICE,2023-02-16 00:00:00,1,617-510-1013,NORTH END/BEACON HILL,ENDICOTT ST,713
713,Casting Repair - Public Safety Concern,,01B,EMER-1436408,Days & Weekends,Boston Water & Sewer Commi,,,,270,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-22 00:00:00,,Boston Water & Sewer Commission,,EMERGENCY,2023-02-23 00:00:00,1,617-989-7000,NORTH END/BEACON HILL,FRUIT ST,714
714,Grade 1 Gas Leak,,01B,EMER-1429300,Days & Weekends,National Grid,,,,,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-18 00:00:00,,National Grid,,EMERGENCY,2023-02-23 00:00:00,1,877-304-1203,NORTH END/BEACON HILL,SUMMER ST,715
715,Service Outage,,01B,EMER-1429299,Days & Weekends,Phoenix Communications ,,,,99,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-18 00:00:00,,Crown Castle,,EMERGENCY,2023-02-23 00:00:00,1,1-888-632 09,NORTH END/BEACON HILL,HIGH ST,716
716,INSTALLATION OF GAS MAIN,,01B,EXCA-1198842,Days & Weekends,Feeney Brothers Excavation,,,,,,IDLE,2023-03-06 00:00:00,REVERE ST,National Grid,,NEW CONDUIT AND/OR MAIN,2023-03-06 00:00:00,1,877-304-1203,NORTH END/BEACON HILL,CHARLES ST,717
717,Cable Failure,,01B,EMER-1436136,Days & Weekends,G Greene Construction,,,,0,,ONGOING SECTIONS TOPPED TO GRADE,,,Eversource Electric,,EMERGENCY,,1,1-800-592 20,NORTH END/BEACON HILL,NASHUA ST,718
718,Grade 1 Gas Leak,,01B,EMER-1376369,Days & Weekends,National Grid,,,,112,,ONGOING SECTIONS TOPPED TO GRADE,,,National Grid,,EMERGENCY,,1,1-877-304 12,NORTH END/BEACON HILL,SALEM ST,719
719,Grade 1 Gas Leak,,01B,EMER-1376366,Days & Weekends,National Grid,,,,112,,ONGOING SECTIONS TOPPED TO GRADE,,,National Grid,,EMERGENCY,,1,1-877-304 12,NORTH END/BEACON HILL,SALEM ST,720
720,,,01B,EXCA-1442243,Days & Weekends,Maverick Construction,,,,43,,,2023-04-13 00:00:00,,Boston Public Works,,MAINTENANCE,2023-04-13 00:00:00,1,617-594-5474,NORTH END/BEACON HILL,CHARTER ST,721
721,Grade 1 Gas Leak,,01B,EMER-1365027,Days & Weekends,National Grid,,,,,,ONGOING SECTIONS TOPPED TO GRADE,,PHILLIPS ST,National Grid,,EMERGENCY,,1,1-877-304 12,NORTH END/BEACON HILL,GROVE ST,722
722,CONDUIT REPAIR (2),,01B,EXCA-1442022,Days & Weekends,EB Rotundi,,,,371,,,2023-03-20 00:00:00,SALUTATION ST,Comcast,,MAINTENANCE,2023-03-20 00:00:00,1,857-919 9355,NORTH END/BEACON HILL,COMMERCIAL ST,723
723,Grade 1 Gas Leak,,01B,EMER-1376346,Days & Weekends,National Grid,,,,20,,ONGOING SECTIONS TOPPED TO GRADE,,,National Grid,,EMERGENCY,,1,1-877-304 12,NORTH END/BEACON HILL,CHESTNUT ST,724
724,Grade 1 Gas Leak,,01A,EMER-1365030,Days & Weekends,National Grid,,,,63,,ONGOING SECTIONS TOPPED TO GRADE,,,NATIONAL GRID,,EMERGENCY,,1,1-877-304 12,CHARLESTOWN,LAWRENCE ST ,725
725,Grade 1 Gas Leak,,01A,EMER-1365025,Days & Weekends,National Grid,,,,500,,ONGOING SECTIONS TOPPED TO GRADE,,,National Grid,,EMERGENCY,,1,1-877-304 12,CHARLESTOWN,RUTHERFORD AV,726
726,CUT AND CAP WATER AND SEWER (19 CUTS),,01A,EXCA-1439775,Days & Weekends,Cavalieri Construction,,,,55,,ONGOING SECTIONS TOPPED TO GRADE,2023-03-05 00:00:00,,Cavalieri Construction,,MAINTENANCE,2023-03-05 00:00:00,1,,CHARLESTOWN,BUNKER HILL ST,727
727,INSTALLATION OF GAS MAIN,,01A,EMER-1333326,Days & Weekends,Feeney Brothers Excavation,,,,62,,IDLE,2023-02-18 00:00:00,,National Grid,,NEW CONDUIT AND/OR MAIN,2023-02-18 00:00:00,1,877-304-1203,CHARLESTOWN,ALFORD ST,728
728,Grade 1 Gas Leak ( NOT IN RDWY),,01A,EMER-1364989,Days & Weekends,National Grid,,,,34,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-16 00:00:00,,National Grid,,EMERGENCY,2023-02-16 00:00:00,1,877-304-1203,CHARLESTOWN,CHARLES RIVER AV,729
729,INSTALLATION OF CONDUIT,,01A,EXCA-1436917,Days & Weekends,Danella Line Co,119,,,417,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-24 00:00:00,,Verizon,,NEW CONDUIT AND/OR MAIN,2023-02-24 00:00:00,1,800-446-8946,CHARLESTOWN,BUNKER HILL AV,730
730,Grade 1 Gas Leak,,01A,EMER-1333339,Days & Weekends,National Grid,,,,6,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-07 00:00:00,,National Grid,,EMERGENCY,2023-02-08 00:00:00,1,1-877-304 12,CHARLESTOWN,SPICE ST,731
731,Grade 1 Gas Leak,,01A,EMER-1333336,Days & Weekends,National Grid,,,,6,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-04 00:00:00,,National Grid,,EMERGENCY,2023-02-08 00:00:00,1,1-877-304 12,CHARLESTOWN,SPICE ST,732
732,INSTALL HANDHOLE AND STREET LIGHT BASE,,01A,EXCA-1434321,Days & Weekends,Maverick Construction,,,,,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-09 00:00:00,,Boston Public Works,,MAINTENANCE,2023-02-09 00:00:00,1,857-472-0105,CHARLESTOWN,ROLAND ST,733
733,Grade 1 Gas Leak,,01A,EMER-1333319,Days & Weekends,National Grid,,,,32,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-01 00:00:00,,National Grid,,EMERGENCY,2023-02-08 00:00:00,1,877-304-1203,CHARLESTOWN,CAMBRIDGE ST,734
734,Service Repair (Leak on Service),,01A,EMER-1424073,Days & Weekends,Metro Equipment Corp,,,,114,,ONGOING SECTIONS TOPPED TO GRADE,2023-01-19 00:00:00,,Boston Water & Sewer Commission,,EMERGENCY,2023-01-19 00:00:00,1,617-989-7000,CHARLESTOWN,BALDWIN ST,735
735,Grade 1 Gas Leak,,01A,EMER-1323850,Days & Weekends,National Grid,,,,92,,ONGOING SECTIONS TOPPED TO GRADE,2023-01-19 00:00:00,,National Grid,,EMERGENCY,2023-01-19 00:00:00,1,877-304-1203,CHARLESTOWN,ARLINGTON AV,736
736,Grade 1 Gas Leak,,01A,EMER-1323858,Days & Weekends,National Grid,,,,22,,ONGOING SECTIONS TOPPED TO GRADE,2023-01-21 00:00:00,,National Grid,,EMERGENCY,2023-01-21 00:00:00,1,1-877-304 12,CHARLESTOWN,SOLEY ST,737
737,Casting Repair - Public Safety Concern,,01A,EMER-1424044,Days & Weekends,Steven Companies US,,,,102,,ONGOING SECTIONS TOPPED TO GRADE,2023-01-07 00:00:00,,Boston Water & Sewer Commission,,EMERGENCY,2023-01-07 00:00:00,1,1-617-989 70,CHARLESTOWN,PEARL ST,738
738,Grade 1 Gas Leak,,01A,EXCA-1432380,Days & Weekends,National Grid,,,,92,,ONGOING SECTIONS TOPPED TO GRADE,2023-02-11 00:00:00,,National Grid,,EMERGENCY,2023-02-11 00:00:00,1,877-304-1203,CHARLESTOWN,ARLINGTON AV,739
739,Grade 1 Gas Leak,,01A,EMER-1323840,Days & Weekends,National Grid,,,,62,,ONGOING SECTIONS TOPPED TO GRADE,2023-01-13 00:00:00,,National Grid,,EMERGENCY,2023-01-13 00:00:00,1,1-877-304 12,CHARLESTOWN,ALFORD ST,740
